Document ID,Complex,Simple
27,Uw bewoner ontvangt binnenkort een brief met het briefstembiljet en uitleg hierover.,Zij ontvangen binnenkort een brief met het briefstembiljet en uitleg hierover.
27,Zijn/haar briefstem kan via de post worden verzenden.,De bewoners kunnen het briefstembiljet via de post verzenden.
27,Uw bewoner kunt hem ook afgeven bij een Stadsloket vanaf 10 maart tot en met 17 maart 2021.,Zij kunnen hem ook afgeven bij een Stadsloket vanaf 10 maart tot en met 17 maart 2021.
27,Op 17 maart zijn meer dan 450 stembureaus controleren tzt geopend.,Op 17 maart zijn meer dan 450 stembureaus <aantal tzt controleren> open.
27,Een kiezer kan zelf kiezen bij welk stembureau hij gaat stemmen.,Bewoners kunnen zelf kiezen bij welk stembureau zij gaan stemmen.
27,In de bijlage en op www.amsterdam.nl/verkiezingen ziet uw bewoner welk stembureaus er dicht bij in de buurt zijn.,In de gemeentekrant en op www.amsterdam.nl/verkiezingen zien uw bewoners welk stembureaus er dicht bij in de buurt zijn.
27,Ook vindt uw bewoner hier de stembureaus die beschikken over specifieke voorzieningen bijvoorbeeld voor kiezers met een visuele of auditieve beperking.,Ook vinden uw bewoners hier de stembureaus die beschikken over specifieke voorzieningen. Bijvoorbeeld voor kiezers met een visuele of auditieve beperking.
27,Op www.amsterdam.nl/verkiezingen zijn er ook stembureaus te zien die op 15 en 16 maart open zijn en stembureaus met afwijkende openingstijden tzt checken hoeveel en welke,Op www.amsterdam.nl/verkiezingen staan ook stembureaus die op 15 en 16 maart open zijn.
27,Een kiezer kan ook een andere kiezer machtigen om voor hem te stemmen.,Een bewoner kan ook een andere kiezer machtigen om voor hem te stemmen.
27,De gemachtigde moet bij het stemmen een kopie van een geldig identiteitsdocument (maximaal vijf jaar verlopen) van de volmachtgever tonen.,De gemachtigde moet bij het stemmen een kopie van een geldig identiteitsdocument van de volmachtgever tonen.
27,"Als een kiezer geen identiteitsbewijs (meer) heeft en er ook geen wil aanvragen, kan hij of zij een schriftelijke volmacht aan iemand verlenen om voor hem of haar te stemmen.",Een schriftelijke volmacht is nodig als een bewoner geen identiteitsbewijs heeft en er ook geen wil aanvragen. De bewoner kan een schriftelijke volmacht aan iemand verlenen om voor hem of haar te stemmen.
27,Zowel de volmachtgever als de gemachtigde moeten het formulier ondertekenen.,Daarmee kan de gemachtigde namens de volmachtgever stemmen.
27,Een schriftelijke aanvraag voor een volmacht moet uiterlijk vrijdag 12 maart bij de gemeente binnen zijn.,Wij moeten de schriftelijke aanvraag voor een volmacht uiterlijk vrijdag 12 maart 2021 binnen hebben.
27,Bij het verlenen van een schriftelijke volmacht controleert de gemeente de gegevens van de volmachtgever in de Basisregistratie Personen.,Bij een schriftelijke volmacht controleren wij de gegevens van de volmachtgever in de Basisregistratie Personen.
27,Het is daarom niet nodig dat de gemachtigde bij het uitbrengen van de stem een kopie van het identiteitsdocument van de volmachtgever toont.,De gemachtigde hoeft daarom bij het stemmen geen kopie van het identiteitsdocument van de volmachtgever te tonen.
27,"Is ook brief aan de leding, niet aan bewoners.","Is ook brief aan de leiding, niet aan bewoners."
27,Nodig om te stemmen: stempas en geldig identiteitsbewijs Om te kunnen stemmen hebben kiezers een geldig identiteitsbewijs en hun stempas nodig.,Stempas en geldig identiteitsbewijs beide nodig Om te kunnen stemmen hebben uw bewoners een geldig identiteitsbewijs en hun stempas nodig.
27,Het is aan te bevelen dat bewoners ruim voor de verkiezing hun identiteitsbewijs opzoeken en controleren of het niet meer dan vijf jaar verlopen is.,Het is verstandig dat bewoners ruim voor de verkiezing controleren of hun identiteitsbewijs niet meer dan vijf jaar verlopen is.
27,"Als een identiteitsbewijs meer dan vijf jaar is verlopen, of kwijt is, dan kan een nieuw exemplaar worden aangevraagd bij een van de Stadsloketten.",Het kan dat een identiteitsbewijs meer dan vijf jaar is verlopen of kwijt is. De bewoner kan dan een nieuw exemplaar aanvragen bij een van de Stadsloketten.
27,Het duurt gemiddeld vijf werkdagen voordat een nieuw identiteitsbewijs kan worden opgehaald.,Het duurt gemiddeld 5 werkdagen voordat een nieuw identiteitsbewijs klaar ligt.
27,De stempassen worden tussen 24 februari en 3 maart per post bezorgd.,De bewoners ontvangen tussen 24 februari en 3 maart 2021 hun stempassen per post.
27,"Heeft een bewoner op 3 maart nog geen stempas ontvangen of is de stempas kwijtgeraakt, dan kan een vervangende stempas worden aangevraagd.","Het kan dat een bewoner op 3 maart nog geen stempas heeft ontvangen. Of dat de stempas is kwijtgeraakt. Dan kan die bewoner tot uiterlijk 12 maart 2021, 17.00 uur een vervangende stempas aanvragen."
27,Dit kan op de volgende manieren:,Aanvragen kan op 3 manieren:
27,"Persoonlijk bij een van de Stadsloketten tot uiterlijk 12 maart 2021, 17.00 uur.",Persoonlijk bij een van de Stadsloketten.
27,(Geldig identiteitsbewijs meenemen).,De bewoner moet een geldig identiteitsbewijs meenemen.
27,De gemeente vindt het belangrijk dat mensen met een fysieke beperking ook zelfstandig kunnen stemmen.,Wij vinden het belangrijk dat mensen met een fysieke beperking ook zelfstandig kunnen stemmen.
27,Stemmen op vindt u een overzicht met de stembureaus en hun toegankelijkheid.,Op staat een overzicht met de stembureaus en hun toegankelijkheid.
27,Daarnaast zijn bij [ORGANIZATION] de kandidatenlijsten gratis in gesproken vorm verkrijgbaar.,Daarnaast zijn bij [ORGANIZATION] gratis ingesproken kandidatenlijsten te krijgen.
27,"[ORGANIZATION], in de persoon van [NAME], is bereikbaar via of telefonisch op [NUMBER].",[ORGANIZATION] is via [NAME] bereikbaar. Mail naar of bel [NUMBER].
27,Ook kunnen mensen met een visuele beperking zelfstandig stemmen met behulp van een mal met audio-ondersteuning.,Ook kunnen mensen met een visuele beperking zelfstandig stemmen via een mal met audio-ondersteuning.
27,"Dit is nog een proef en kan vooralsnog alleen op het stembureau in de Visio school, [ADDRESS].","Dit is nog een proef en kan voorlopig alleen op het stembureau in de Visio school, [ADDRESS]."
27,Kijk op oogvereniging.nl/stemmen of bel de Ooglijn: [NUMBER].,Of bel de Ooglijn: [NUMBER].
27,"Mocht u nog vragen hebben dan kunt ook bellen met het gemeentelijke informatienummer 14 020, van maandag tot en met vrijdag tussen 08.00 uur en 18.00 uur.",Bij vragen kunt u ook bellen met ons informatienummer 14 020. Dat kan van maandag tot en met vrijdag tussen 08.00 uur en 18.00 uur.
27,Misschien weet uw bewoner nog niet op welke partij hij/zij gaat stemmen.,Misschien weten uw bewoners nog niet op welke partij zij willen stemmen.
28,Bij een controle van de personeelsdossiers regels hebben toegepast.,Bij een controle van de personeelsdossiers merkten we dat we daarbij per ongeluk regels verkeerd hebben toegepast.
28,Bij deze brief vindt u 1 of meerdere brieven waarin staat welke,Bij deze brief vindt u 1 of meerdere brieven waarin staat welke wijzigingen worden doorgevoerd.
28,Ik vind het heel vervelend dat we bij het toekennen van uw toelage de regels hebben toegepast.,Ik vind het heel vervelend dat we bij het toekennen van uw toelage de regels verkeerd hebben toegepast.
28,Wel u hierdoor vanaf 1 september 2018 teveel geld ontvangen.,Wel hebt u hierdoor vanaf 1 september 2018 teveel geld ontvangen.
28,Wel u hierdoor vanaf 1 september 2018 te weinig geld ontvangen.,Wel hebt u hierdoor vanaf 1 september 2018 te weinig geld ontvangen.
28,Wat dit voor u (teveel heeft ontvangen),Wat dit voor u betekent (teveel heeft ontvangen)
28,Deze wijziging betekent dat u recht een hoger salaris dan u nu ontvangt.,Deze wijziging betekent dat u recht hebt op een hoger salaris dan dat u nu ontvangt.
28,€… bruto per maand meer.,Het gaat om €… bruto per maand meer.
28,Deze wijziging bij de salarisbetaling van de maand juni.,Deze wijziging verwerken we bij de salarisbetaling van de maand juni.
28,Ik vind het heel vervelend dat we bij de toekenning van uw toelage de regels toegepast.,Ik vind het heel vervelend dat we bij de toekenning van uw toelage de regels verkeerd hebben toegepast.
28,Daarom willen we rekening houden met uw persoonlijke situatieU kunt dt met uw leidinggevende.,Daarom willen we rekening houden met uw persoonlijke situatie en kunt u hier een gesprek over aanvragen.
28,Geef dit vóór datum aan bij uw leidinggevende.U krijgt dan een gesprek met de personeelsadviseur erbij.In dit gesprek kunt u uw situatie uitleggen en kunt u al uw vragen stellen.,Geef dit vóór datum aan bij uw leidinggevende. U krijgt dan een gesprek met de personeelsadviseur erbij. In dit gesprek kunt u uw situatie uitleggen en kunt u al uw vragen stellen.
29,Later in de procedure kunt u een zienswijze indienen of bezwaar maken.,U kunt later in de procedure een zienswijze indienen of bezwaar maken.
29,Bij een reguliere procedure kan een belanghebbende bezwaar indienen.,Bij een reguliere procedure mag een belanghebbende bezwaar indienen.
29,Dat kan binnen 6 weken na de eerstvolgende dag na verzending aan de aanvrager van het besluit.,Dat moet dan binnen 6 weken na de eerstvolgende dag nadat wij de aanvrager het besluit toezonden.
29,Bij een uitgebreide procedure kan iedereen zienswijzen indienen nadat wij het ontwerpbesluit hebben gepubliceerd.,Bij een uitgebreide procedure mag iedereen zienswijzen indienen nadat wij het ontwerpbesluit hebben gepubliceerd.
29,Ook hier geldt een periode van 6 weken.,Ook hier moet dat binnen 6 weken gebeuren.
29,Bij een uitgebreide procedure mogen belanghebbenden zienswijzen indienen nadat wij het ontwerpbesluit hebben gepubliceerd.,Bij een uitgebreide procedure mag iedereen zienswijzen indienen nadat wij het ontwerpbesluit hebben gepubliceerd.
29,Het kan dat u het niet eens bent met dit ontwerpbesluit.,Misschien bent u het niet eens met dit ontwerpbesluit.
29,Iedereen kan een zienswijze indienen.,Iedereen mag een zienswijze indienen.
29,Dit kan binnen zes weken na de dag van deze bekendmaking.,Dit kan binnen 6 weken na de dag van deze bekendmaking.
29,U moet dan ook al een zienswijze hebben ingediend tegen het ontwerpbesluit.,Dit kan als u ook al een zienswijze hebt ingediend tegen het ontwerpbesluit.
29,Dit kan als u ook al een zienswijze heeft ingediend tegen het ontwerpbesluit of als de rechtbank besluit dat niet redelijkerwijs van u verwacht kon worden dat u een zienswijze heeft ingediend.,Of als de rechtbank besluit dat wij niet redelijkerwijs van u konden verwachten dat u een zienswijze hebt ingediend. Dit kan als u ook al een zienswijze hebt ingediend tegen het ontwerpbesluit.
29,Het kan dat u het niet eens bent met dit besluit.,Misschien bent u het niet eens met dit besluit.
29,Belanghebbenden kunnen bezwaar maken.,Belanghebbenden mogen bezwaar maken.
29,Dit moet binnen 6 weken vanaf de eerstvolgende dag nadat het besluit verzonden is naar de aanvrager.,Dit moet binnen 6 weken vanaf de eerstvolgende dag nadat wij de aanvrager het besluit toezonden.
29,Meer informatie over indienen van een bezwaarschrift tegen een besluit van ons vindt u op: onder het tabblad ‘Contact’.,U vindt meer informatie over indienen van een bezwaarschrift tegen een besluit van ons op: onder het tabblad ‘Contact’.
29,Beroep instellen tegen dit besluit Het kan dat u het niet eens bent met dit besluit.,Beroep instellen tegen dit besluit Misschien bent u het niet eens met dit besluit.
29,Het instellen van een beroep heeft geen schorsende werking.,Instellen van een beroep heeft geen schorsende werking.
29,Het indienen van een bezwaarschrift heeft geen schorsende werking.,Indienen van een bezwaarschrift heeft geen schorsende werking.
29,Dient iemand anders namens u het bezwaarschrift in?,Misschien dient iemand anders namens u het bezwaarschrift in.
29,Meer informatie over het indienen van een bezwaarschrift tegen een besluit van de gemeente Amsterdam vindt u op: onder het tabblad ‘Contact’.,U vindt meer informatie over het indienen van een bezwaarschrift tegen een besluit van ons op: onder het tabblad ‘Contact’.
29,Dat wil zeggen dat het besluit waartegen u bezwaar maakt geldig blijft totdat er een besluit is genomen op uw bezwaar.,Dat betekent dat het besluit waartegen u bezwaar maakt geldig blijft totdat er een besluit is genomen op uw bezwaar.
29,Hiervoor heeft u een DigiD nodig.,Hiervoor hebt u een DigiD nodig.
30,xxx xxx xxx,xxx xxx xxx
30,De naam/namen van de leidinggevende(n) op de (gevraagde) vergunning.,De naam of namen van de leidinggevende(n) op de (gevraagde) vergunning.
30,Een kopie van de legitimatiebewijzen van de leidinggevenden.,Een kopie van het legitimatiebewijs van de eigenaar en van de leidinggevenden.
30,De ‘verklaring betalingsgedrag nakoming fiscale verplichtingen’ (deze vraagt u aan bij de belastingdienst).,De ‘verklaring betalingsgedrag nakoming fiscale verplichtingen’.
30,Een kopie van de legitimatiebewijzen van de aandeelhouder(s) en leidinggevende(n).,Een kopie van het legitimatiebewijs van de vennoten en leidinggevende(n).
30,De ‘verklaring betalingsgedrag nakoming fiscale verplichtingen’ (deze vraagt u aan bij de Belastingdienst).,De ‘verklaring betalingsgedrag nakoming fiscale verplichtingen’.
30,De oprichtingsakte/statuten van de coöperatie.,De oprichtingsakte en statuten.
30,Een kopie van de legitimatiebewijzen van de bestuursleden.,Een kopie van de legitimatiebewijzen van de aandeelhouder(s) en leidinggevende(n).
31,Op 11 maart 2020 heeft de gemeenteraad de concept Regionale Energiestrategie Amsterdam (concept RES Amsterdam) vastgesteld en op 22 april 2020 de Routekaart Amsterdam Klimaatneutraal 2050.,Op 11 maart 2020 stelde de gemeenteraad de concept Regionale Energiestrategie Amsterdam (concept RES Amsterdam) vast. En op 22 april 2020 deden zij dat voor de Routekaart Amsterdam Klimaatneutraal 2050.
31,Hierin is de ambitie vastgelegd om in Amsterdam voor 2030 tenminste 127 MW windenergie te realiseren.,Hierin staat dat Amsterdam voor 2030 tenminste 127 MW aan windenergie wil kunnen opwekken.
31,Het eerste kwartaal van 2021 staat 75 MW opgesteld.,Het eerste kwartaal van 2021 staat er voor 75 MW aan windmolens.
31,Om de ambities te halen is 52 MW extra nodig.,Om dat te halen hebben we 52 MW extra nodig.
31,"Dit zijn circa 17 molens van 3 MW, de meest voorkomende windmolen in Nederland.","Dat zijn ongeveer 17 extra windmolens van 3 MW, de meest voorkomende windmolen in Nederland."
31,Bij een andere capaciteit van de molens wijzigt dit aantal om de ambitie van tenminste 52 MW te halen.,Met die molens wijzigt dit aantal om die 52 MW te halen.
31,De verwachting is dat maximaal de helft van de ambitie in het havengebied kan worden gerealiseerd.,We verwachten dat we maximaal de helft van die 52 MW in het havengebied kunnen bouwen.
31,Voor de overige molens worden plekken gezocht in de benoemde zoekgebieden.,Voor de overige molens zoeken we plekken in de zoekgebieden die we hebben benoemd.
31,Waar ze precies gaan komen is het resultaat van de afweging van allerlei criteria en een proces van participatie met bewoners.,Waar ze precies gaan komen is het resultaat van de afweging van allerlei eisen en gesprekken met bewoners.
31,"Om onze klimaatdoelstellingen te halen zijn de molens echter nodig, naast zonnepanelen op grote en kleine daken en windmolens op zee.",Om onze klimaatdoelstellingen te halen hebben we de molens wel nodig. Dit naast zonnepanelen op grote en kleine daken en windmolens op zee.
31,Het doel is om de vergunningen voor de windmolens vóór 2025 te verlenen .,We proberen om de vergunningen voor de windmolens vóór 2025 te verlenen .
31,"De gemeenteraad besluit naar verwachting in mei over de Regionale Energiestrategie 1.0 (RES 1.0), met daarin de aangepaste windzoekgebieden.",Daarin staan de aangepaste windzoekgebieden.
31,Wilt u op de hoogte gehouden worden van nieuwe bijeenkomsten of plannen over windenergie?,Misschien wilt u op de hoogte gehouden worden van nieuwe bijeenkomsten of plannen over windenergie?
31,Wat is het laatste voorstel van het College van B&W voor de windzoekgebieden?,Wat is het laatste voorstel van het college van burgemeester en wethouders voor de windzoekgebieden?
31,Het College van B en W heeft op 9 maart 2021 ingestemd met aangepaste windzoekgebieden (zie ).,Het college van burgemeester en wethouders stemde op 9 maart 2021 in met aangepaste windzoekgebieden.
31,"De zorgen die bewoners in de omgeving van de zoekgebieden hebben over geluid, zicht, gezondheid, en de effecten op de natuur hebben we goed gehoord.","De bewoners rond de zoekgebieden hebben zorgen over geluid, zicht, gezondheid en de effecten op de natuur. Die zorgen hebben we goed gehoord."
31,"We kunnen niet beloven dat niemand iets van de windmolens gaat merken, maar we beloven er alles aan te doen om, gegeven de ambitie, de effecten zo beperkt mogelijk te houden.",We kunnen niet beloven dat niemand iets van de windmolens gaat merken. Maar we beloven er alles aan te doen om de effecten zo beperkt mogelijk te houden.
31,In het Nederlands Klimaatakkoord uit 2019 is afgesproken dat in Nederland onder andere meer schone elektriciteit moet worden opgewekt met windenergie en zonne-energie.,De afspraak in het Nederlands Klimaatakkoord uit 2019 is dat we in Nederland onder andere meer schone elektriciteit moeten opwekken met windenergie en zonne-energie.
31,"Alle overheden en netbeheerders werken in deze regio’s samen aan plannen voor schone elektriciteit, de regionale energiestrategieën.",Alle overheden en netbeheerders werken in deze regio’s samen aan plannen voor schone elektriciteit.
31,De gemeente Amsterdam is onderdeel van de energieregio Noord-Holland Zuid.,Wij zijn onderdeel van de energieregio Noord-Holland Zuid.
31,"Samen met bijna alle buurgemeenten, waterschappen, netbeheerder Liander en de Provincie Noord-Holland is in 2019/2020 een concept-plan gemaakt: (concept RES NHZ).",We maakten in de periode tussen 2019 en 2020 een concept-plan: (concept RES NHZ).
31,In dit plan staat hoe Amsterdam bijdraagt aan de doelstellingen in het Nederlands Klimaatakkoord.,In dit plan staat hoe wij helpen om de doelstellingen in het Nederlands Klimaatakkoord te gaan halen.
31,De gemeente Amsterdam wil in de strijd tegen klimaatverandering dat er veel meer schone elektriciteit wordt opgewekt.,Wij willen in de strijd tegen klimaatverandering dat er veel meer schone elektriciteit komt.
31,"Door zonnepanelen op grote en kleine daken, door windmolens op zee maar ook door windmolens op land.",Door zonnepanelen op grote en kleine daken en door windmolens op zee. Maar ook door windmolens op land.
31,"Als stad willen we daar onze verantwoordelijkheid in nemen, door ook binnen de stadsgrenzen te zoeken naar de meest geschikte plekken voor nieuwe windmolens.",Daar willen we onze verantwoordelijkheid in nemen door ook binnen de stadsgrenzen te zoeken naar de geschiktste plekken voor nieuwe windmolens.
31,Met onze ambitie voor meer zonnepanelen op daken én windmolens kunnen we in 2030 genoeg schone elektriciteit opwekken voor circa 80% van de Amsterdamse huishoudens.,Met meer zonnepanelen op daken én windmolens willen we in 2030 genoeg schone elektriciteit opwekken voor ongeveer 80 procent van de Amsterdamse huishoudens.
31,"Daarbij wordt, net als in heel Nederland, gekeken naar 4 belangrijke punten:",Net als in verder in Nederland kijken wij daarbij naar 4 belangrijke punten:
31,Dit punt gaat over de bijdrage van de gemeente Amsterdam aan het Nederlands Klimaatakkoord.,Dit punt gaat over onze bijdrage aan het Nederlands Klimaatakkoord.
31,Dit is van een heleboel factoren afhankelijk.,Dit hangt af van een heleboel factoren.
31,"Het begint, na vaststelling van de RES 1.0, met een gesprek met bewoners, bedrijven, organisaties en initiatiefnemers over de meest of minst gewenste plekken binnen een zoekgebied.","Na vaststelling van de RES 1.0 bespreken we de meest of minst gewenste plekken binnen een zoekgebied. Dat doen we met bewoners, bedrijven, organisaties en initiatiefnemers."
31,"Pas na deze fase zullen we, onder voorwaarden, meewerken aan concrete initiatieven.","Pas daarna zullen we, onder voorwaarden, meewerken aan werkelijke bouw."
31,Een initiatiefnemer gaat dan samen met de gemeente en bewoners en andere belanghebbenden een participatieplan opstellen.,"Een initiatiefnemer gaat dan eerst samen met ons, bewoners en andere belanghebbenden een participatieplan opstellen."
31,Er wordt daarna samengewerkt met bewoners aan een concreet plan voor windmolens.,We werken daarna samen met bewoners aan een duidelijk plan voor windmolens.
31,"Vaak worden verschillende varianten met windmolenlocaties besproken, met alle voor- en nadelen voor bewoners en natuur.","Vaak bespreken we verschillende varianten met windmolenlocaties, met alle voor- en nadelen voor bewoners en natuur."
31,Er worden bijvoorbeeld geluids- en veiligheidsberekeningen gemaakt en de effecten op de natuur worden onderzocht.,We laten bijvoorbeeld geluids- en veiligheidsberekeningen maken en de effecten op de natuur onderzoeken.
31,Uiteindelijk zal de initiatiefnemer een vergunningaanvraag doen bij het bevoegd gezag voor de bouw van een of meerdere windmolens op de precieze locatie(s).,Uiteindelijk zal de initiatiefnemer een vergunning aanvragen voor de bouw van 1 of meer windmolens op de locatie(s).
31,Pas als de vergunningaanvraag wordt goedgekeurd kan het windmolenproject starten.,Pas na afgeven van de vergunning kan het windmolenproject starten.
31,"De enige plek waar die hoogtebeperking niet geldt, is in het zoekgebied bij Buiteneiland/Strandeiland.",Alleen in het zoekgebied bij Buiteneiland/Strandeiland geldt die hoogtebeperking niet.
31,Dat moet blijken uit nader onderzoek.,Dat moet blijken uit verder onderzoek.
31,De hoeveelheid geluid die een windmolen maakt is leidend voor het bepalen van de afstand tot bijvoorbeeld woningen.,"De hoeveelheid geluid die een windmolen maakt, bepaalt de afstand tot bijvoorbeeld woningen."
31,Vanaf 350 meter is het een geleidelijke schaal: hoe verder de afstand tot een woning hoe kansrijker het wordt voor de initiatiefnemer(s) om het project rendabel te krijgen.,"Vanaf 350 meter is het een geleidelijke schaal. Hoe verder de afstand tot een woning, hoe groter de kans voor de initiatiefnemer(s) om het project rendabel te krijgen."
31,Op verdere afstand moet de molen immers minder vaak worden stilgezet om aan de geluidsnorm te voldoen.,Op verdere afstand moet de molen minder vaak stil staan om aan de geluidsnorm te voldoen.
31,"Hoe vaker de molen moet worden stilgezet, hoe minder de opbrengst voor de initiatiefnemer(s).","Hoe vaker de molen moet stil staan, hoe minder de opbrengst voor de initiatiefnemer(s)."
31,Voor iedere windturbine of windpark moet een geluidsberekening worden gemaakt.,Voor iedere windturbine of windpark moet er een geluidsberekening zijn. Voor iedere windturbine of windpark moet er een geluidsberekening komen.
31,Volgens de regels mag het jaargemiddelde geluidniveau (grenswaarde) Lden niet meer zijn dan 47 dB.,Volgens de regels mag het geluidsniveau gemiddeld over een jaar (grenswaarde) niet meer zijn dan 47 dB.
31,"Dit kan als het college van B en W hiervoor een verzoek indient voor een “windenergiegebied” bij Gedeputeerde Staten (GS), en GS dit verzoek goedkeurt.",Dit kan als het college van burgemeester en wethouder hiervoor een verzoek indient voor een “windenergiegebied” bij Gedeputeerde Staten. En als Gedeputeerde Staten dit verzoek goedkeurt.
31,Bij het bepalen van de zoekgebieden en windmolenlocaties is en wordt uiteraard ook rekening gehouden met de buurgemeentes.,We hielden en houden natuurlijk ook rekening met de buurgemeentes bij het bepalen van de zoekgebieden en windmolenlocaties.
31,"Alle overheden binnen de energieregio Noord-Holland Zuid besluiten naar verwachting in april/mei/juni 2021 over de Regionale Energiestrategie 1.0 (RES 1.0), met daarin de aangepaste windzoekgebieden.",Alle overheden binnen de energieregio Noord-Holland Zuid besluiten naar verwachting in de periode van april tot en met juni 2021 over de Regionale Energiestrategie 1.0 (RES 1.0).
31,"Daarna gaan we onder andere eerst in gesprek met bewoners, bedrijven, organisaties en initiatiefnemers over de meest of minst gewenste plekken binnen de zoekgebieden.","Daarna bespreken we onder andere eerst de meest of minst gewenste plekken binnen de zoekgebieden. Dat doen we met bewoners, bedrijven, organisaties en initiatiefnemers."
31,"Initiatiefnemers werken dan mét bewoners en andere belanghebbenden, onder regie van de gemeente, aan een participatieplan.",Onder onze regie werken initiatiefnemers dan mét bewoners en andere belanghebbenden aan een participatieplan.
31,In dat plan komt ook te staan hoe bewoners kunnen meeprofiteren van de opgewekte energie.,In dat plan komt ook te staan hoe bewoners voordeel kunnen hebben van de opgewekte energie.
31,Dit wordt gedaan door initiatiefnemers als gedurende het lokale participatieproces precieze locaties voor windmolens in beeld komen.,"Als tijdens het lokale participatieproces precieze locaties voor windmolens duidelijk worden, maken de initiatiefnemers deze berekening."
31,Ter vergelijking: de voorkeursgrenswaarde voor wegverkeerslawaai in Nederland is Lden = 50 dB.,Ter vergelijking: de grenswaarde voor wegverkeerslawaai in Nederland is 50 dB.
31,"Amsterdam volgt de ontwikkelingen bij het RIVM en de Rijksoverheid met betrekking tot de geluidsnormen, laagfrequent geluid en windmolens in relatie tot de volksgezondheid.","Wij volgen de ontwikkelingen bij het Rijksinstituut voor volksgezondheid en milieu (RIVM) en de Rijksoverheid rond de invloed van geluidsnormen, laagfrequent geluid en windmolens op de volksgezondheid."
31,Er wordt doorlopend onderzoek gedaan.,Dit wordt doorlopend onderzocht.
31,"Het meest recente rapport van het Rijksinstituut voor volksgezondheid & milieu (RIVM, oktober 2020) beschrijft de bevindingen met betrekking tot laagfrequent geluid:",Het nieuwste rapport van het RIVM uit oktober 2020 beschrijft de bevindingen over laagfrequent geluid:
31,Daarnaast volgt Amsterdam het aangekondigde onderzoek van dr. [NAME] van het LUMC over o.a.,Daarnaast volgen we het aangekondigde onderzoek van dr. [NAME] van het LUMC over onder andere laagfrequent geluid.
31,Wilt u op de hoogte gehouden worden van de laatste ontwikkelingen?,Misschien wilt u op de hoogte gehouden worden van de laatste ontwikkelingen?
31,Het type molen is bepalend voor de slagschaduw en het optreden van slagschaduw is mede afhankelijk van het weer en de positionering van een windmolen ten opzichte van de woning.,Het type molen bepaalt de slagschaduw. Een mogelijke slagschaduw is ook afhankelijk van het weer en de plek van een windmolen en die van de woning.
31,"Slagschaduw zou kunnen ontstaan, maar in de milieuwetgeving zijn voorschriften opgenomen om hinder door slagschaduw te beperken.","Slagschaduw kan ontstaan, maar in de milieuwetgeving staan voorschriften om hinder door slagschaduw te beperken."
31,Een stilstandvoorziening is nodig als: gemiddeld meer dan zeventien dagen per jaar gedurende meer dan twintig minuten per dag slagschaduw kán optreden.,Een stilstandvoorziening is nodig als gemiddeld meer dan 17 dagen per jaar langer dan 20 minuten per dag slagschaduw kán optreden.
31,Aan de hand van rekenmethodes is van tevoren vast te stellen op welke dagen en op welk moment van de dag slagschaduw kán optreden.,Met rekenmethodes is vooraf vast te stellen op welke dagen en op welk moment van de dag slagschaduw kán optreden.
31,"Of de slagschaduw ook echt optreedt op de voorspelde dagen, hangt af van de volgende punten:","Of de slagschaduw ook echt optreedt op de voorspelde dagen, hangt er vanaf of:"
31,of die dagen onbewolkt zijn,die dagen onbewolkt zijn.
31,of er op die dagen genoeg wind is om de molens te laten draaien,er op die dagen genoeg wind is om de molens te laten draaien.
31,"of de wind precies waait uit de richting waar de zon staat, omdat het oppervlakte van de schaduw die de windturbine werpt dan het grootste is","de wind precies waait uit de richting waar de zon staat, omdat het oppervlakte van de schaduw die de windturbine werpt dan het grootste is."
31,"de windturbine wordt uitgerust met een stilstandvoorziening, die is geïmplementeerd in de besturingssoftware.","de windturbine een stilstandvoorziening heeft, die is ingevoerd in de besturingssoftware."
31,Hierdoor schakelt de turbine alleen uit als slagschaduw daadwerkelijk optreedt.,Hierdoor schakelt de turbine alleen uit als er daadwerkelijk slagschaduw is.
31,Meer informatie hierover kunt u vinden op: De effecten voor de natuur hangen sterk af van de specifieke locatie.,Meer informatie hierover kunt u vinden op: De effecten voor de natuur hangen sterk af van de precieze plek.
31,Daarom is bij ieder bestuurlijk besluit over een specifieke locatie een wettelijke plicht om de milieueffecten te onderzoeken.,Daarom is bij ieder bestuurlijk besluit over een precieze plek een wettelijke plicht om de milieueffecten te onderzoeken.
31,Uit het onderzoek moet blijken wat de effecten precies zijn en of deze effecten kunnen worden verminderd door bijvoorbeeld een windmolen stil te zetten tijdens de vogeltrek of tijdens de schemering wanneer vleermuizen actief zijn.,Uit het onderzoek moet blijken wat die effecten precies zijn. Bijvoorbeeld door een windmolen stil te zetten tijdens de vogeltrek of tijdens de schemering wanneer vleermuizen actief zijn.
31,Windmolens kunnen echter ook worden gecombineerd met bijvoorbeeld bijenkasten en/of nieuw groen op land of met maatregelen om ecosystemen onder water uit te breiden of te beschermen.,Windmolens kunnen echter ook worden gecombineerd met bijvoorbeeld bijenkasten of nieuw groen op land. Of met maatregelen om ecosystemen onder water uit te breiden of te beschermen.
31,"Onderzoek, Informatie en Statistiek heeft in opdracht van het Programma Klimaatneutraal van de gemeente in 2020 een draagvlakonderzoek uitgevoerd.","Onderzoek, Informatie en Statistiek (OIS) onderzocht in opdracht van ons Programma Klimaatneutraal in 2020 het draagvlak."
31,Om een goede afspiegeling van de Amsterdamse samenleving te krijgen is voor het onderzoek een steekproef gehouden.,OIS hield een steekproef om een goede afspiegeling van de Amsterdamse samenleving te krijgen.
